id,shop,order_id,sku,created_at,country,product_title,variant_title,quantity,refunded_qty,price_dkk,refund_date,created_at_original,cancelled_qty,total_discount_dkk,discount_per_unit_dkk
1d31a677-c5ab-40a2-bc95-3d958dc7788a,pompdelux-da.myshopify.com,6181259641166,20018\110/116,2024-09-30,DK,Jersey peplum-bluse med blomsterprint - Kids - Moonlight/Purple,Jersey peplum-bluse med blomsterprint - Kids - Moonlight/Purple,1,0,200.76,,,1,200.76,200.76
8e7b382f-1a79-4c9e-be22-0aae32efee5d,pompdelux-da.myshopify.com,6181259641166,20017\110/116,2024-09-30,DK,Jersey peplum-bluse med blomsterprint - Kids - Blue/Rose,Jersey peplum-bluse med blomsterprint - Kids - Blue/Rose,1,0,200.76,,,1,200.76,200.76
acdbcac2-8530-4577-91df-757da6f67929,pompdelux-da.myshopify.com,6181259641166,20030\110,2024-09-30,DK,Jersey-leggings m. ditsy-print - Kids - Blue,Jersey-leggings m. ditsy-print - Kids - Blue,1,0,141.96,,,1,141.96,141.96
a294e3ae-8d0c-436b-bfac-7e6df01f08f6,pompdelux-da.myshopify.com,6181259641166,20024\110/116,2024-09-30,DK,Peplum-bluse i jersey med ditsy-print - Kids - Blue,Peplum-bluse i jersey med ditsy-print - Kids - Blue,1,0,200.76,,,1,200.76,200.76
5b7b743e-8a07-4a96-810d-7e717226a50b,pompdelux-da.myshopify.com,6181290639694,20191\98,2024-09-30,DK,Fuzzy strikket cardigan - Kids - Dark Beige Melange,Fuzzy strikket cardigan - Kids - Dark Beige Melange,1,0,231.2,,,1,246.8,246.8
9be2f43b-80bd-489b-bdfd-054333c5d5f4,pompdelux-da.myshopify.com,6181290639694,30149\134/140,2024-09-30,DK,Fuzzy strik-sweater - Tweens - Dark Beige Melange,Fuzzy strik-sweater - Tweens - Dark Beige Melange,1,0,231.2,,,1,246.8,246.8
074db21e-393b-480d-80d7-175077e83330,pompdelux-int.myshopify.com,6404658757898,30079\134/140,2024-09-30,DK,Sweat Skirt - Tween - Dusty Rose,Sweat Skirt - Tween - Dusty Rose,1,0,134.88,,,1,195.5505457,195.5505457
cfb1b8a4-1cd7-4603-aca4-cf93524070d8,pompdelux-int.myshopify.com,6404658757898,30070\134/140,2024-09-30,DK,Oversized Sweatshirt w. Embroidery - Tween - Dusty Rose,Oversized Sweatshirt w. Embroidery - Tween - Dusty Rose,1,0,190.01,,,1,275.4796681,275.4796681
5a0fc88b-a7e8-4fb0-9f05-eb1c1e3a77c4,pompdelux-int.myshopify.com,6404658757898,30069\134/140,2024-09-30,DK,Oversized Sweatshirt w. Embroidery - Tween - Moonlight,Oversized Sweatshirt w. Embroidery - Tween - Moonlight,1,0,190.01,,,1,275.4796681,275.4796681
fd0c46d5-b635-4518-8a60-fdcd13ef897a,pompdelux-int.myshopify.com,6404658757898,30078\134/140,2024-09-30,DK,Sweat Skirt - Tween - Moonlight,Sweat Skirt - Tween - Moonlight,1,0,134.88,,,1,195.5505457,195.5505457
b3345e70-0d71-49f0-99da-04f45704265a,pompdelux-int.myshopify.com,6404744904970,30156\146,2024-09-30,FI,Wide Leg Jeans - Tween - Blue Denim,Wide Leg Jeans - Tween - Blue Denim,1,0,255.36,,,1,161.8259808,161.8259808
4e786f78-32f3-4b3d-87d2-2ced9eb09fa5,pompdelux-int.myshopify.com,6404759945482,20114\110/116,2024-09-30,AT,Sweatshirt Fox Badge - Kids - Dark Green,Sweatshirt Fox Badge - Kids - Dark Green,1,0,158.67,,,1,93.13673735,93.13673735
738a8127-0ae2-4530-b3d1-62cef462051d,pompdelux-int.myshopify.com,6404760830218,20076\98,2024-09-30,NL,Boho Dress - Kids - Dark Purple,Boho Dress - Kids - Dark Purple,2,0,231.33,,,1,287.1452622,143.5726311
